demos, 50.0, 59.0, 34.0, 19.0, 28.0, 39.0, 42.0, 29.0, 17.0, 28.0
0.01, 29.0, 46.0, 35.0, 39.0, 21.0, 35.0, 32.0, 20.0, 43.0, 47.0, 32.0, 36.0, 18.0, 41.0, 19.0, 23.0, 27.0, 21.0, 13.0, 18.0
0.05, 22.0, 24.0, 29.0, 25.0, 24.0, 39.0, 33.0, 34.0, 13.0, 40.0, 42.0, 26.0, 11.0, 15.0, 14.0, 24.0, 45.0, 40.0, 36.0, 39.0
0.1, 29.0, 12.0, 27.0, 27.0, 28.0, 23.0, 12.0, 29.0, 22.0, 28.0, 41.0, 28.0, 42.0, 16.0, 8.0, 39.0, 35.0, 29.0, 19.0, 24.0
0.15000000000000002, 12.0, 20.0, 15.0, 25.0, 11.0, 27.0, 31.0, 9.0, 15.0, 12.0, 17.0, 7.0, 26.0, 17.0, 18.0, 15.0, 22.0, 36.0, 34.0, 24.0
0.2, 42.0, 16.0, 5.0, 7.0, 18.0, 13.0, 13.0, 16.0, 27.0, 10.0, 14.0, 23.0, 20.0, 22.0, 7.0, 15.0, 24.0, 4.0, 16.0, 16.0
0.25, 9.0, 4.0, 9.0, 15.0, 22.0, 16.0, 16.0, 24.0, 11.0, 7.0, 22.0, 16.0, 13.0, 8.0, 9.0, 11.0, 23.0, 13.0, 14.0, 13.0
0.3, 16.0, 7.0, 14.0, 17.0, 9.0, 16.0, 17.0, 16.0, 12.0, 11.0, 10.0, 10.0, 39.0, 17.0, 15.0, 6.0, 10.0, 24.0, 17.0, 9.0
0.35000000000000003, 10.0, 10.0, 4.0, 22.0, 6.0, 11.0, 10.0, 11.0, 14.0, 6.0, 8.0, 5.0, 12.0, 13.0, 17.0, 9.0, 23.0, 16.0, 29.0, 23.0
0.4, 6.0, 22.0, 8.0, 8.0, 4.0, 9.0, 11.0, 15.0, 7.0, 5.0, 13.0, 12.0, 12.0, 7.0, 13.0, 6.0, 5.0, 19.0, 5.0, 8.0
0.45, 5.0, 8.0, 2.0, 5.0, 8.0, 13.0, 7.0, 5.0, 16.0, 8.0, 8.0, 8.0, 11.0, 5.0, 6.0, 14.0, 6.0, 21.0, 7.0, 27.0
0.5, 5.0, 9.0, 5.0, 6.0, 3.0, 8.0, 2.0, 5.0, 6.0, 8.0, 6.0, 11.0, 25.0, 8.0, 8.0, 9.0, 14.0, 5.0, 14.0, 20.0
0.55, 3.0, 5.0, 4.0, 7.0, 3.0, 6.0, 11.0, 11.0, 6.0, 7.0, 16.0, 8.0, 7.0, 0.0, 3.0, 8.0, 1.0, 2.0, 7.0, 7.0
0.6000000000000001, 6.0, 4.0, 3.0, 10.0, 4.0, 1.0, 1.0, 10.0, 2.0, 8.0, 9.0, 5.0, 4.0, 7.0, 8.0, 2.0, 4.0, 4.0, 6.0, 2.0
0.6500000000000001, 5.0, 6.0, 3.0, 3.0, 7.0, 4.0, 3.0, 4.0, 1.0, 5.0, 5.0, 9.0, 2.0, 2.0, 5.0, 4.0, 7.0, 7.0, 10.0, 3.0
0.7000000000000001, 4.0, 0.0, 5.0, 0.0, 7.0, 1.0, 3.0, 2.0, 3.0, 1.0, 2.0, 3.0, 2.0, 3.0, 6.0, 4.0, 5.0, 4.0, 2.0, 2.0
0.7500000000000001, 4.0, 0.0, 6.0, 3.0, 4.0, 5.0, 6.0, 4.0, 0.0, 7.0, 3.0, 6.0, 2.0, 0.0, 5.0, 1.0, 3.0, 2.0, 1.0, 1.0
0.8, 4.0, 2.0, 3.0, 1.0, 5.0, 2.0, 5.0, 6.0, 2.0, 7.0, 2.0, 4.0, 0.0, 2.0, 4.0, 1.0, 1.0, 4.0, 1.0, 2.0
0.8500000000000001, 1.0, 1.0, 2.0, 3.0, 3.0, 5.0, 4.0, 5.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 0.0, 2.0, 6.0, 1.0, 1.0, 3.0
0.9000000000000001, 0.0, 1.0, 1.0, 3.0, 2.0, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 3.0, 2.0
0.9500000000000001, 1.0, 1.0, 1.0, 4.0, 6.0, 2.0, 1.0, 0.0, 0.0, 1.0, 3.0, 2.0, 0.0, 2.0, 3.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 9.0, 1.0, 2.0, 3.0, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0, 0.0
