demos, 495.0, 600.0, 190.0, 520.0, 515.0, 670.0, 500.0, 930.0, 605.0, 360.0
0.01, 340.0, 370.0, 420.0, 120.0, 355.0, 385.0, 570.0, 675.0, 555.0, 805.0, 530.0, 475.0, 425.0, 425.0, 445.0, 740.0, 120.0, 210.0, 120.0, 445.0
0.05, 115.0, 545.0, 400.0, 285.0, 485.0, 485.0, 345.0, 505.0, 180.0, 625.0, 455.0, 285.0, 690.0, 545.0, 475.0, 305.0, 410.0, 255.0, 530.0, 405.0
0.1, 180.0, 500.0, 560.0, 160.0, 735.0, 545.0, 365.0, 470.0, 290.0, 385.0, 390.0, 495.0, 480.0, 570.0, 485.0, 520.0, 715.0, 515.0, 170.0, 775.0
0.15000000000000002, 435.0, 725.0, 805.0, 235.0, 465.0, 400.0, 95.0, 240.0, 320.0, 600.0, 370.0, 390.0, 395.0, 330.0, 310.0, 600.0, 350.0, 155.0, 345.0, 285.0
0.2, 600.0, 380.0, 300.0, 230.0, 450.0, 305.0, 360.0, 210.0, 395.0, 300.0, 135.0, 925.0, 445.0, 395.0, 120.0, 400.0, 570.0, 130.0, 280.0, 545.0
0.25, 560.0, 430.0, 335.0, 100.0, 465.0, 110.0, 175.0, 340.0, 170.0, 635.0, 505.0, 170.0, 205.0, 470.0, 200.0, 410.0, 605.0, 275.0, 320.0, 115.0
0.3, 40.0, 255.0, 195.0, 180.0, 125.0, 380.0, 420.0, 165.0, 160.0, 190.0, 360.0, 330.0, 290.0, 365.0, 455.0, 420.0, 50.0, 585.0, 405.0, 610.0
0.35000000000000003, 125.0, 425.0, 165.0, 565.0, 510.0, 85.0, 35.0, 320.0, 640.0, 385.0, 600.0, 195.0, 245.0, 200.0, 600.0, 345.0, 185.0, 335.0, 225.0, 705.0
0.4, 155.0, 150.0, 280.0, 355.0, 155.0, 245.0, 175.0, 90.0, 25.0, 170.0, 615.0, 575.0, 270.0, 190.0, 435.0, 85.0, 115.0, 675.0, 525.0, 330.0
0.45, 265.0, 725.0, 255.0, 440.0, 125.0, 180.0, 180.0, 90.0, 315.0, 90.0, 455.0, 245.0, 310.0, 340.0, 50.0, 485.0, 215.0, 130.0, 230.0, 290.0
0.5, 125.0, 190.0, 525.0, 210.0, 265.0, 140.0, 170.0, 295.0, 105.0, 305.0, 330.0, 185.0, 35.0, 195.0, 180.0, 545.0, 70.0, 260.0, 190.0, 145.0
0.55, 20.0, 135.0, 115.0, 145.0, 375.0, 355.0, 90.0, 335.0, 90.0, 505.0, 340.0, 300.0, 350.0, 350.0, 235.0, 240.0, 390.0, 390.0, 120.0, 25.0
0.6000000000000001, 570.0, 255.0, 35.0, 185.0, 200.0, 210.0, 210.0, 75.0, 90.0, 15.0, 90.0, 380.0, 90.0, 260.0, 260.0, 120.0, 235.0, 925.0, 300.0, 220.0
0.6500000000000001, 360.0, 205.0, 210.0, 200.0, 120.0, 145.0, 210.0, 220.0, 150.0, 30.0, 190.0, 140.0, 90.0, 390.0, 185.0, 215.0, 140.0, 80.0, 385.0, 125.0
0.7000000000000001, 315.0, 325.0, 50.0, 390.0, 420.0, 30.0, 85.0, 330.0, 220.0, 55.0, 105.0, 210.0, 35.0, 135.0, 260.0, 105.0, 255.0, 320.0, 425.0, 105.0
0.7500000000000001, 195.0, 100.0, 285.0, 35.0, 560.0, 125.0, 35.0, 285.0, 110.0, 175.0, 145.0, 35.0, 50.0, 55.0, 200.0, 70.0, 235.0, 120.0, 65.0, 60.0
0.8, 325.0, 70.0, 30.0, 20.0, 35.0, 180.0, 70.0, 80.0, 260.0, 295.0, 50.0, 125.0, 35.0, 115.0, 205.0, 45.0, 180.0, 165.0, 35.0, 170.0
0.8500000000000001, 135.0, 235.0, 135.0, 135.0, 90.0, 145.0, 295.0, 75.0, 125.0, 300.0, 150.0, 135.0, 460.0, 165.0, 35.0, 130.0, 140.0, 120.0, 95.0, 210.0
0.9000000000000001, 230.0, 85.0, 150.0, 210.0, 205.0, 140.0, 85.0, 210.0, 210.0, 35.0, 40.0, 385.0, 180.0, 50.0, 155.0, 105.0, 80.0, 260.0, 85.0, 110.0
0.9500000000000001, 440.0, 50.0, 80.0, 155.0, 70.0, 80.0, 115.0, 315.0, 180.0, 155.0, 105.0, 90.0, 135.0, 240.0, 195.0, 55.0, 105.0, 75.0, 135.0, 155.0
1.0, 75.0, 110.0, 210.0, 110.0, 105.0, 140.0, 60.0, 205.0, 105.0, 335.0, 135.0, 210.0, 155.0, 110.0, 90.0, 135.0, 20.0, 190.0, 130.0, 210.0
